Time,Average,MvgAvg,Sum,Med
832.292248964,94.78828125,95.90390625,1819935,18.0
832.386525154,95.571875,96.00909375,1834980,18.0
832.52523303,95.61171875,96.044953125,1835745,18.0
832.676005125,95.8109375,96.21415625,1839570,18.0
832.820127964,95.0671875,96.2019375,1825290,18.0
832.959555149,93.93828125,96.1063125,1803615,18.0
833.052742004,95.1203125,96.101796875,1826310,18.0
833.19216609,94.509375,95.928875,1814580,18.0
833.287361145,95.29296875,95.8343125,1829625,18.0
833.440948963,95.82421875,95.798984375,1839825,18.0
833.491730928,95.39921875,95.84334375,1831665,18.0
833.588019133,95.7578125,95.859015625,1838550,18.0
833.743504047,95.73125,95.76525,1838040,18.0
833.883593082,95.51875,95.7939375,1833960,18.0
834.03916502,95.08046875,95.660859375,1825545,18.0
834.182389021,94.49609375,95.422859375,1814325,18.0
834.328164101,94.5890625,95.322984375,1816110,18.0
834.424081087,95.08046875,95.318203125,1825545,18.0
834.576557159,94.52265625,95.279953125,1814835,18.0
834.716130018,94.94765625,95.125625,1822995,18.0
834.856313944,94.36328125,95.145015625,1811775,18.0
834.952572107,93.96484375,94.9991875,1804125,18.0
835.109281063,93.46015625,94.8780625,1794435,18.0
835.250832081,93.4203125,94.853359375,1793670,18.0
835.394925117,93.88515625,94.86053125,1802595,18.0
835.486726046,93.7125,94.75321875,1799280,18.0
835.625159025,93.3140625,94.633953125,1791630,18.0
835.775457144,94.23046875,94.6719375,1809225,18.0
835.916373968,93.4734375,94.63475,1794690,18.0
836.057471037,93.00859375,94.61509375,1785765,18.0
836.205517054,93.0484375,94.622265625,1786530,18.0
836.259209156,93.03515625,94.582953125,1786275,18.0
836.355441093,93.46015625,94.48175,1794435,18.0
836.507683039,92.7296875,94.333265625,1780410,18.0
836.653844118,93.72578125,94.2639375,1799535,18.0
836.791770935,93.30078125,94.195671875,1791375,18.0
836.886724949,93.08828125,94.210015625,1787295,18.0
837.02857995,93.35390625,94.234984375,1792395,18.0
837.121349096,93.5796875,94.258359375,1796730,18.0
837.271938086,93.48671875,94.27615625,1794945,18.0
837.318634987,93.67265625,94.2766875,1798515,18.0
837.425637007,93.56640625,94.270578125,1796475,18.0
837.521793127,93.2875,94.2426875,1791120,18.0
837.678097963,93.67265625,94.228609375,1798515,18.0
837.818446159,94.23046875,94.20496875,1809225,18.0
837.920832157,93.60625,94.196203125,1797240,18.0
838.058297157,94.25703125,94.2108125,1809735,18.0
838.152687073,93.67265625,94.20921875,1798515,18.0
838.298731089,93.83203125,94.209484375,1801575,18.0
838.386960983,93.96484375,94.20125,1804125,18.0
838.526021004,93.6328125,94.178140625,1797750,18.0
838.622126102,93.48671875,94.1364375,1794945,18.0
838.761498928,93.77890625,94.09978125,1800555,18.0
838.852905989,94.084375,94.06525,1806420,18.0
838.991646051,93.80546875,94.040015625,1801065,18.0
839.086606979,93.553125,94.0323125,1796220,18.0
839.225675106,93.925,94.00840625,1803360,18.0
839.329703093,94.3765625,94.00575,1812030,18.0
839.472191095,94.41640625,93.98821875,1812795,18.0
839.526435137,93.81875,93.948109375,1801320,18.0
839.618766069,93.51328125,93.910390625,1795455,18.0
839.772593975,93.871875,93.872671875,1802340,18.0
839.825330973,93.60625,93.830171875,1797240,18.0
839.921617985,93.3671875,93.787140625,1792650,18.0
840.071063995,92.90234375,93.743578125,1783725,18.0
840.124907017,92.21171875,93.697890625,1770465,17.0
840.219577074,92.4109375,93.654328125,1774290,17.0
840.374377012,93.553125,93.62378125,1796220,18.0
840.515183926,92.596875,93.585265625,1777860,17.0
840.656409025,92.63671875,93.539046875,1778625,17.0
840.753149986,93.4203125,93.5201875,1793670,18.0
840.908309937,89.76796875,93.43625,1723545,16.0
841.053269148,84.37578125,93.2545625,1620015,15.0
841.192692041,97.7234375,93.340625,1876290,18.0
841.285656929,96.5015625,93.392953125,1852830,18.0
841.425204039,93.22109375,93.383125,1789845,17.0
841.575024128,87.40390625,93.264921875,1678155,15.0
841.715076923,87.7890625,93.13609375,1685550,16.0
841.859400988,97.165625,93.2099375,1865580,18.0
841.951316118,95.5453125,93.260671875,1834470,17.0
842.092365026,91.534375,93.230390625,1757460,17.0
842.242788076,84.8140625,93.06596875,1628430,14.0
842.383569002,98.63984375,93.1695625,1893885,18.0
842.525253057,95.9171875,93.2333125,1841610,18.0
842.618155956,96.64765625,93.29175,1855635,17.0
842.771127939,85.6109375,93.137953125,1643730,15.0
842.915663958,89.9140625,93.07446875,1726350,16.0
843.058537006,96.36875,93.134765625,1850280,17.0
843.154472113,95.61171875,93.17540625,1835745,17.0
843.292534113,90.7375,93.120421875,1742160,17.0
843.437669992,87.55,92.99796875,1680960,15.0
843.488768101,93.0484375,92.987609375,1786530,17.0
843.586669922,96.6078125,93.054015625,1854870,17.0
843.738366127,95.18671875,93.084296875,1827585,17.0
843.793156147,94.31015625,93.085890625,1810755,16.0
843.884819984,88.2671875,92.979109375,1694730,16.0
844.023828983,87.5765625,92.8455,1681470,15.0
844.170930147,94.8546875,92.869140625,1821210,17.0
844.221689939,98.34765625,92.959453125,1888275,18.0
844.370986938,97.17890625,93.023734375,1865835,17.0
844.428020954,96.70078125,93.08509375,1856655,17.0
844.540446043,88.17421875,92.97884375,1692945,15.0
844.681344986,88.38671875,92.871,1697025,15.0
844.820739031,100.39296875,92.997171875,1927545,18.0
844.970431089,99.1046875,93.10315625,1902810,18.0
845.113743067,100.52578125,93.242609375,1930095,18.0
845.253014088,91.215625,93.188421875,1751340,16.0
845.404384136,92.2515625,93.145921875,1771230,17.0
845.459089041,100.73828125,93.272359375,1934175,18.0
845.553269148,100.63203125,93.408625,1932135,18.0
845.709005117,98.4140625,93.506640625,1889550,17.0
845.870527983,90.72421875,93.4436875,1741905,16.0
845.925539017,90.37890625,93.379140625,1735275,16.0
846.017337084,94.12421875,93.39428125,1807185,17.0
846.155035019,99.1046875,93.518328125,1902810,18.0
846.305379152,96.56796875,93.605453125,1854105,17.0
846.371892929,98.121875,93.719671875,1883940,17.0
846.513719082,89.98046875,93.64821875,1727625,16.0
846.655856133,91.78671875,93.632015625,1762305,16.0
846.750859976,99.5296875,93.769875,1910970,18.0
846.890911102,99.5828125,93.893125,1911990,18.0
846.984694958,96.421875,94.026203125,1851300,18.0
847.122295141,90.21953125,94.143078125,1732215,15.0
847.270520926,93.4734375,94.058078125,1794690,17.0
847.336976051,98.93203125,94.1066875,1899495,18.0
847.476417065,98.05546875,94.203375,1882665,18.0
847.623638153,94.46953125,94.3446875,1813815,17.0
847.771965027,89.34296875,94.375765625,1715385,15.0
847.830860138,91.41484375,94.26075,1755165,16.0
847.918843031,101.25625,94.37496875,1944120,18.0
848.056493044,100.23359375,94.548953125,1924485,18.0
848.202993155,102.22578125,94.8971875,1962735,18.0
848.258283138,94.09765625,94.80634375,1806675,17.0
848.354820967,92.61015625,94.740203125,1778115,16.0
848.506590128,97.20546875,94.751359375,1866345,18.0
848.646813154,97.84296875,94.996,1878585,18.0
848.788309097,99.91484375,95.196015625,1918365,18.0
848.9367311,91.36171875,95.095875,1754145,16.0
848.986820936,90.64453125,94.99653125,1740375,15.0
849.136003017,99.27734375,95.167328125,1906125,18.0
849.192551136,99.2375,95.401078125,1905360,18.0
849.284662008,98.63984375,95.51290625,1893885,18.0
849.422233105,99.078125,95.5623125,1902300,18.0
849.569155931,91.959375,95.497765625,1765620,16.0
849.619974136,93.11484375,95.473859375,1787805,17.0
849.76979804,100.65859375,95.7216875,1932645,18.0
849.912023067,99.01171875,95.950390625,1901025,18.0
850.054670095,92.82265625,95.90975,1782195,16.0
850.15030098,91.5078125,95.772953125,1756950,16.0
850.288877964,104.27109375,95.914796875,2002005,19.0
850.384235144,102.95625,96.03990625,1976760,18.0
850.48359704,99.4765625,96.265953125,1909950,18.0
850.584860086,99.51640625,96.488546875,1910715,18.0
850.73573494,98.3875,96.4484375,1889040,18.0
850.786189079,98.6,96.43834375,1893120,18.0
850.924416065,98.32109375,96.39425,1887765,18.0
851.069638968,98.00234375,96.529984375,1881645,18.0
851.130629063,97.5375,96.635703125,1872720,18.0
851.239383936,97.28515625,96.566640625,1867875,18.0
851.379305124,98.45390625,96.523078125,1890315,18.0
851.521530151,97.60390625,96.506875,1873995,18.0
851.669363022,96.36875,96.619765625,1850280,18.0
851.723228931,96.24921875,96.737171875,1847985,18.0
851.816127062,96.08984375,96.776484375,1844925,18.0
851.969923019,95.79765625,96.71034375,1839315,18.0
852.113013029,95.29296875,96.68484375,1829625,18.0
852.252643108,95.29296875,96.628265625,1829625,18.0
852.402528048,95.90390625,96.746734375,1841355,18.0
852.469061136,96.24921875,96.835984375,1847985,18.0
852.612770081,96.51484375,96.7756875,1853085,18.0
852.754239082,96.43515625,96.712734375,1851555,18.0
852.850093126,95.93046875,96.70290625,1841865,18.0
852.990013123,95.34609375,96.8054375,1830645,18.0
853.084856987,95.08046875,96.837578125,1825545,18.0
853.225134134,96.14296875,96.781796875,1845945,18.0
853.369534016,95.94375,96.7395625,1842120,18.0
853.423799992,95.18671875,96.75390625,1827585,18.0
853.521085978,95.4125,96.875296875,1831920,18.0
853.670232058,95.13359375,96.949671875,1826565,18.0
853.740795135,94.88125,96.822171875,1821720,18.0
853.890780926,94.68203125,96.711140625,1817895,18.0
853.983148098,94.92109375,96.565046875,1822485,18.0
854.125478983,94.4828125,96.57275,1814070,18.0
854.215625048,94.66875,96.613921875,1817640,18.0
854.368535042,95.26640625,96.575140625,1829115,18.0
854.41959095,94.721875,96.51271875,1818660,18.0
854.517961979,94.49609375,96.40434375,1814325,18.0
854.615236998,94.1109375,96.459328125,1806930,18.0
854.718119144,93.08828125,96.508203125,1787295,17.0
854.816288948,93.14140625,96.385484375,1788315,17.0
854.969784975,93.0484375,96.261703125,1786530,17.0
855.112705946,93.46015625,96.158109375,1794435,18.0
855.259845972,93.11484375,96.03884375,1787805,17.0
855.349444151,95.42578125,96.108171875,1832175,18.0
855.489244938,94.5625,96.137125,1815600,18.0
855.638425112,95.18671875,96.0276875,1827585,18.0
855.802080154,94.57578125,95.93896875,1815855,18.0
855.878000021,94.6953125,95.976421875,1818150,18.0
855.983333111,95.4390625,96.055046875,1832430,18.0
856.121958017,95.678125,95.8831875,1837020,18.0
856.216331005,95.31953125,95.730453125,1830135,18.0
856.368284941,96.40859375,95.66909375,1851045,18.0
856.51910615,95.784375,95.594453125,1839060,18.0
856.670809984,95.0671875,95.528046875,1825290,18.0
856.730437994,94.5625,95.447296875,1815600,18.0
856.835489035,94.20390625,95.364953125,1808715,18.0
856.886799097,94.52265625,95.295359375,1814835,18.0
856.984775066,93.765625,95.219921875,1800300,18.0
857.135178089,93.5,95.14421875,1795200,17.0
857.185935974,93.61953125,95.04753125,1797495,17.0
857.284706116,93.7390625,94.970234375,1799790,17.0
857.438035965,93.8984375,94.920828125,1802850,17.0
857.578172922,94.403125,94.88390625,1812540,18.0
857.718091965,93.46015625,94.8313125,1794435,18.0
857.867917061,93.6328125,94.788015625,1797750,17.0
857.92257905,93.765625,94.75746875,1800300,18.0
858.017324924,93.56640625,94.7229375,1796475,17.0
858.16755414,93.7390625,94.679640625,1799790,17.0
858.217024088,94.12421875,94.637140625,1807185,18.0
858.35650897,94.23046875,94.591453125,1809225,18.0
858.44905901,94.66875,94.556125,1817640,18.0
858.600598097,94.25703125,94.52265625,1809735,18.0
858.646463156,94.76171875,94.51096875,1819425,18.0
858.787446976,94.8546875,94.506453125,1821210,18.0
858.937664032,94.5359375,94.4743125,1815090,18.0
859.078350067,94.15078125,94.438453125,1807695,17.0
859.217642069,94.2703125,94.420125,1809990,18.0
859.355658054,94.0046875,94.39196875,1804890,18.0
859.505389929,94.1375,94.372046875,1807440,17.0
859.645326138,94.084375,94.356109375,1806420,18.0
859.786201954,94.12421875,94.344953125,1807185,17.0
859.883718014,93.00859375,94.306703125,1785765,17.0
859.982053041,92.6234375,94.269515625,1778370,17.0
860.122190952,92.92890625,94.23471875,1784235,17.0
860.215744019,92.84921875,94.186375,1782705,17.0
860.352673054,93.128125,94.1545,1788060,17.0
860.503354073,92.92890625,94.12315625,1784235,17.0
860.615026951,93.32734375,94.107484375,1791885,17.0
860.754333019,95.2,94.14971875,1827840,19.0
860.905396938,92.34453125,94.13378125,1773015,18.0
861.053117037,88.08125,94.0344375,1691160,17.0
861.148782969,76.80546875,93.70134375,1474665,14.0
861.287698984,89.7015625,93.633078125,1722270,17.0
861.380525112,77.7484375,93.27953125,1492770,15.0
861.53391099,83.15390625,93.051359375,1596555,15.0
861.682765961,83.73828125,92.822390625,1607775,15.0
861.825668097,77.66875,92.48425,1491240,16.0
861.916352987,89.02421875,92.370828125,1709265,16.0
862.053789139,93.16796875,92.32540625,1788825,17.0
862.147693157,100.1671875,92.4151875,1923210,18.0
862.289585114,101.0703125,92.530203125,1940550,19.0
862.385939121,108.4015625,92.7700625,2081310,21.0
862.533376932,109.0921875,93.03621875,2094570,20.0
862.583235979,107.75078125,93.289890625,2068815,20.0
862.721320152,105.43984375,93.5074375,2024445,20.0
862.869845152,107.41875,93.771734375,2062440,21.0
862.924493074,103.58046875,93.952890625,1988745,20.0
863.015087128,91.003125,93.897640625,1747260,18.0
863.15409112,92.79609375,93.8835625,1781685,17.0
863.248019934,104.23125,94.095796875,2001240,19.0
863.401730061,94.89453125,94.11890625,1821975,18.0
863.554772139,105.4,94.3489375,2023680,20.0
863.703920126,112.9171875,94.71921875,2168010,22.0
863.857017994,107.59140625,95.00184375,2065755,21.0
863.947030067,110.22109375,95.333609375,2116245,21.0
864.085857153,106.34296875,95.58515625,2041785,20.0
864.233643055,96.2359375,95.638546875,1847730,18.0
864.305828094,103.5671875,95.835109375,1988490,20.0
864.443150997,105.09453125,96.054515625,2017815,20.0
864.548166037,95.784375,96.08559375,1839060,18.0
864.702868938,103.15546875,96.255328125,1980585,20.0
864.844871044,99.94140625,96.369015625,1918875,19.0
864.947493076,104.178125,96.55734375,2000220,19.0
865.088077068,110.075,96.86175,2113440,21.0
865.182698965,101.840625,97.00784375,1955340,20.0
865.320521116,109.50390625,97.31490625,2102475,21.0
865.466850042,107.48515625,97.579203125,2063715,20.0
865.518464088,101.04375,97.719984375,1940040,19.0
865.668425083,100.3265625,97.843765625,1926270,19.0
865.721815109,101.56171875,97.9933125,1949985,20.0
865.815896988,105.9578125,98.229984375,2034390,20.0
865.953473091,107.9765625,98.52934375,2073150,21.0
866.047296047,102.14609375,98.719796875,1961205,19.0
866.187834978,98.79921875,98.837203125,1896945,19.0
866.28195715,92.1984375,98.8241875,1770210,17.0
866.437592983,93.925,98.840125,1803360,17.0
866.581393957,102.903125,99.039609375,1975740,18.0
866.719260931,98.28125,99.1386875,1887000,18.0
866.865848064,102.7703125,99.29009375,1973190,19.0
866.920251131,93.925,99.321703125,1803360,18.0
867.016531944,83.73828125,99.23484375,1607775,15.0
867.166597128,97.5109375,99.648953125,1872210,18.0
867.217741013,96.19609375,99.77884375,1846965,18.0
867.370206118,90.5515625,100.03490625,1738590,17.0
867.510183096,100.87109375,100.38925,1936725,19.0
867.651746988,102.11953125,100.756875,1960695,18.0
867.746796131,97.63046875,101.156109375,1874505,19.0
867.903309107,99.0515625,101.35665625,1901790,19.0
868.043808937,93.19453125,101.3571875,1789335,17.0
868.185013056,96.1296875,101.2764375,1845690,18.0
868.332205057,101.6015625,101.2870625,1950750,19.0
868.383819103,103.63359375,101.191703125,1989765,20.0
868.533036947,101.85390625,101.0469375,1955595,20.0
868.584013939,95.0671875,100.793265625,1825290,18.0
868.681106091,97.1921875,100.6283125,1866090,18.0
868.782328129,103.95234375,100.558984375,1995885,20.0
868.93403697,108.428125,100.6559375,2081820,20.0
868.98773098,96.8734375,100.77334375,1859970,19.0
869.132614136,89.47578125,100.7069375,1717935,17.0
869.18382597,94.775,100.5178125,1819680,18.0
869.322327137,100.41953125,100.6283125,1928055,19.0
869.413901091,95.10703125,100.422453125,1826055,18.0
869.553086996,90.3390625,99.970890625,1734510,17.0
869.70323801,102.371875,99.8665,1965540,20.0
869.843935966,104.56328125,99.75334375,2007615,19.0
869.98487711,99.290625,99.612296875,1906380,19.0
870.081035137,102.54453125,99.73846875,1968855,20.0
870.179896116,106.10390625,99.789203125,2037195,20.0
870.335624933,99.184375,99.671,1904340,19.0
870.483659029,93.03515625,99.616015625,1786275,18.0
870.636022091,93.35390625,99.419984375,1792395,18.0
870.79924202,92.66328125,99.274421875,1779135,17.0
870.856976032,92.6765625,99.044390625,1779390,17.0
870.96622014,93.40703125,98.71103125,1793415,17.0
871.020565987,93.6328125,98.546875,1797750,18.0
871.11855197,93.4734375,98.226265625,1794690,18.0
871.213135004,93.6328125,97.94921875,1797750,18.0
871.315470934,93.7921875,97.8041875,1800810,18.0
871.465068102,94.78828125,97.693421875,1819935,18.0
871.544584036,94.36328125,97.549453125,1811775,18.0
871.704592943,95.10703125,97.3324375,1826055,18.0
871.851868153,95.42578125,97.081421875,1832175,18.0
871.998597145,95.42578125,96.947015625,1832175,18.0
872.045614004,94.5890625,96.8628125,1816110,18.0
872.199126959,93.925,96.89734375,1803360,18.0
872.351419926,94.12421875,96.901328125,1807185,18.0
872.446345091,94.15078125,96.72628125,1807695,18.0
872.585633993,93.7390625,96.6354375,1799790,18.0
872.736323118,94.1109375,96.46225,1806930,18.0
872.882879972,93.53984375,96.454546875,1795965,18.0
873.032264948,94.084375,96.66146875,1806420,18.0
873.08656311,93.7390625,96.58603125,1799790,18.0
873.178794146,92.71640625,96.5164375,1780155,17.0
873.318671942,93.19453125,96.569296875,1789335,18.0
873.468698978,93.06171875,96.413109375,1786785,18.0
873.613008022,92.278125,96.21628125,1771740,17.0
873.75169611,92.8359375,96.120390625,1782450,17.0
873.845901012,92.11875,95.981734375,1768680,17.0
873.998944044,93.14140625,95.980671875,1788315,18.0
874.052026987,93.075,95.919578125,1787040,17.0
874.144705057,92.87578125,95.7450625,1783215,17.0
874.289469957,92.809375,95.528578125,1781940,17.0
874.381566048,92.84921875,95.348484375,1782705,17.0
874.518960953,92.55703125,95.29828125,1777095,17.0
874.614793062,93.128125,95.217,1788060,17.0
874.765161991,92.66328125,94.99121875,1779135,17.0
874.833436966,93.19453125,94.686546875,1789335,17.0
874.900943041,92.703125,94.603140625,1779900,17.0
875.040897131,92.384375,94.6613125,1773780,17.0
875.182538033,92.6234375,94.61828125,1778370,17.0
875.330832005,93.06171875,94.471125,1786785,17.0
875.382262945,91.215625,94.393296875,1751340,17.0
875.519254923,91.6671875,94.419859375,1760010,17.0
875.612825155,91.69375,94.206296875,1760520,17.0
875.750854015,91.83984375,93.951828125,1763325,17.0
875.900650024,92.596875,93.817953125,1777860,17.0
876.047832966,93.340625,93.633875,1792140,17.0
876.185835123,93.3671875,93.379140625,1792650,17.0
876.279441118,93.53984375,93.26625,1795965,17.0
876.418190002,92.8625,93.262796875,1782960,17.0
876.567573071,92.45078125,93.244734375,1775055,17.0
876.707730055,92.596875,93.24340625,1777860,17.0
876.847934008,93.30078125,93.255890625,1791375,17.0
876.946356058,93.99140625,93.267578125,1804635,17.0
877.088526011,93.19453125,93.2588125,1789335,17.0
877.183248043,92.84921875,93.246328125,1782705,17.0
877.332991123,92.6234375,93.226140625,1778370,17.0
877.386161089,93.99140625,93.230125,1804635,17.0
877.482555151,92.9421875,93.193203125,1784490,17.0
877.630870104,93.128125,93.1685,1788060,17.0
877.683815956,92.92890625,93.1249375,1784235,17.0
877.778738976,93.06171875,93.07765625,1786785,17.0
877.879094124,93.61953125,93.04153125,1797495,17.0
878.030930996,93.39375,93.017625,1793160,17.0
878.099899054,91.4015625,92.96715625,1754910,17.0
878.242622137,92.15859375,92.92784375,1769445,17.0
878.383573055,92.4109375,92.893046875,1774290,17.0
878.478748083,91.41484375,92.8465625,1755165,17.0
878.618685961,91.9328125,92.803,1765110,17.0
878.763817072,91.38828125,92.75996875,1754655,17.0
878.816035032,91.9859375,92.718,1766130,17.0
878.964132071,92.37109375,92.690640625,1773525,17.0
879.018027067,91.38828125,92.664078125,1754655,17.0
879.165004969,91.62734375,92.632734375,1759245,17.0
879.218413115,91.321875,92.5979375,1753380,17.0
879.363980055,91.48125,92.582,1756440,17.0
879.414860964,91.746875,92.56021875,1761540,17.0
879.564746141,92.10546875,92.559953125,1768425,17.0
879.613028049,91.99921875,92.537109375,1766385,17.0
879.750847101,92.05234375,92.51665625,1767405,17.0
879.844967127,92.1984375,92.503109375,1770210,17.0
879.983586073,92.915625,92.505234375,1783980,17.0
880.130948067,92.47734375,92.497796875,1775565,17.0
880.185219049,92.07890625,92.488234375,1767915,17.0
880.334226131,91.5875,92.457421875,1758480,17.0
880.476798058,91.26875,92.42953125,1752360,17.0
880.616538048,92.225,92.410140625,1770720,17.0
880.763581991,81.7328125,92.190734375,1569270,15.0
880.817492008,100.33984375,92.34984375,1926525,19.0
880.96392107,99.2375,92.482125,1905360,19.0
881.018808126,90.29921875,92.426875,1733745,16.0
881.116071939,86.89921875,92.340546875,1668465,17.0
881.265836,96.2890625,92.432984375,1848750,18.0
881.323548079,88.49296875,92.36896875,1699065,16.0
881.411587,90.63125,92.344796875,1740120,17.0
881.549718142,93.978125,92.372421875,1804380,18.0
881.700274944,92.31796875,92.35196875,1772505,17.0
881.752750158,85.78359375,92.200296875,1647045,16.0
881.845224142,91.8265625,92.16603125,1763070,17.0
881.984447002,91.89296875,92.146640625,1764345,17.0
882.07815814,91.83984375,92.134421875,1763325,17.0
882.215945959,93.59296875,92.15434375,1796985,18.0
882.363816023,85.6640625,92.001609375,1644750,17.0
882.412646055,87.23125,91.86640625,1674840,16.0
882.563195944,82.0515625,91.643546875,1575390,15.0
882.615239143,85.57109375,91.497984375,1642965,15.0
882.76641798,92.4640625,91.494796875,1775310,17.0
882.907763958,93.72578125,91.489484375,1799535,17.0
883.049464941,86.7796875,91.366234375,1666170,16.0
883.144689083,90.2328125,91.308328125,1732470,16.0
883.283823967,106.3828125,91.57740625,2042550,20.0
883.432291985,104.8421875,91.813015625,2012970,19.0
883.575116158,93.2609375,91.80584375,1790610,17.0
883.716513157,109.065625,92.11928125,2094060,21.0
883.863615036,107.91015625,92.449453125,2071875,20.0
883.931184053,100.8046875,92.622375,1935450,19.0
884.076436043,98.121875,92.73659375,1883940,18.0
884.217215061,93.3140625,92.774578125,1791630,17.0
884.366151094,99.2640625,92.921203125,1905870,19.0
884.507256985,101.98671875,93.133171875,1958145,19.0
884.64873004,83.8046875,92.969546875,1609050,15.0
884.796911001,89.60859375,92.914296875,1720485,16.0
884.84555912,92.8359375,92.94325,1782450,17.0
884.983358145,99.3171875,93.097046875,1906890,17.0
885.077213049,99.45,93.259609375,1909440,17.0
885.215914965,92.31796875,93.27634375,1772505,16.0
885.363379955,99.76875,93.43678125,1915560,17.0
885.417360067,100.2734375,93.600140625,1925250,18.0
885.512321949,93.021875,93.62059375,1786020,17.0
885.663429022,101.82734375,93.81609375,1955085,18.0
885.713825941,102.25234375,94.017171875,1963245,18.0
885.866280079,92.96875,94.018234375,1785000,17.0
886.01248908,98.546875,94.139625,1892100,17.0
886.150268078,95.87734375,94.21559375,1840845,18.0
886.243068933,93.11484375,94.246140625,1787805,17.0
886.344397068,97.6703125,94.374171875,1875270,17.0
886.499155998,98.175,94.493171875,1884960,17.0
886.63906312,99.396875,94.846453125,1908420,18.0
886.784866095,96.528125,94.77021875,1853340,16.0
886.877025127,92.47734375,94.635015625,1775565,17.0
887.016211033,102.65078125,94.882046875,1970895,19.0
887.165296078,90.11328125,94.946328125,1730175,17.0
887.30648303,90.790625,94.836359375,1743180,16.0
887.447750092,102.8765625,95.12403125,1975230,19.0
887.596449137,102.9828125,95.3710625,1977270,18.0
887.64963007,93.67265625,95.364953125,1798515,17.0
887.745914936,94.45625,95.40771875,1813560,17.0
887.898649931,102.584375,95.743734375,1969620,18.0
888.04460907,101.45546875,95.9363125,1947945,18.0
888.182096958,91.52109375,95.928875,1757205,16.0
888.329857111,99.9546875,96.091171875,1919130,18.0
888.383723974,98.82578125,96.195828125,1897455,17.0
888.476066113,102.51796875,96.53290625,1968345,18.0
888.629548073,95.58515625,96.699984375,1835235,17.0
888.684560061,103.63359375,97.131625,1989765,19.0
888.776708126,101.946875,97.459140625,1957380,18.0
888.916460991,97.94921875,97.56884375,1880625,17.0
889.010528088,94.45625,97.583453125,1813560,17.0
889.149156094,90.95,97.666859375,1746240,16.0
889.243315935,99.928125,97.860765625,1918620,17.0
889.395584106,97.12578125,97.675625,1864815,17.0
889.448079109,102.91640625,97.637109375,1975995,18.0
889.603310108,91.7734375,97.607359375,1762050,16.0
889.711625099,103.0359375,97.486765625,1978290,19.0
889.864392042,98.971875,97.308,1900260,17.0
890.013704062,102.2921875,97.33775,1964010,18.0
890.16236496,77.84140625,96.932140625,1494555,15.0
890.229232073,90.64453125,96.87875,1740375,17.0
890.370588064,94.2703125,96.778875,1809990,17.0
890.528203964,97.01953125,96.67953125,1862775,17.0
890.577808142,97.94921875,96.962421875,1880625,17.0
890.676880121,92.87578125,97.027765625,1783215,17.0
890.816832066,90.8703125,96.988453125,1744710,17.0
890.911303043,90.35234375,96.80915625,1734765,17.0
891.048815012,91.2421875,96.645,1751850,17.0
891.143567085,90.61796875,96.611,1739865,17.0
891.28263998,90.896875,96.4335625,1745220,17.0
891.377923012,90.9765625,96.247625,1746750,17.0
891.515460968,90.4984375,96.19715625,1737570,17.0
891.611470938,91.09609375,95.98253125,1749045,17.0
891.761955976,89.76796875,95.73284375,1723545,16.5
891.81239295,89.5953125,95.665375,1720230,16.0
891.964508057,89.5421875,95.48528125,1719210,16.0
892.106249094,88.4265625,95.336265625,1697790,16.0
892.264272928,88.70546875,95.248078125,1703145,16.0
892.322263956,89.303125,95.080734375,1714620,16.0
892.409726143,89.90078125,94.91525,1726095,17.0
892.548340082,88.75859375,94.702484375,1704165,16.0
892.642393112,88.4796875,94.541515625,1698810,16.0
892.795105934,88.9578125,94.471125,1707990,16.0
892.937391996,88.665625,94.191421875,1702380,16.0
893.07804513,88.06796875,94.150515625,1690905,16.0
893.228547096,88.49296875,94.1045625,1699065,16.0
893.371355057,89.50234375,93.837078125,1718445,16.0
893.52820611,89.10390625,93.5595,1710795,16.0
893.582296133,88.4,93.454046875,1697280,16.0
893.699001074,88.28046875,93.33053125,1694985,16.0
893.843338966,87.6828125,93.0325,1683510,16.0
893.982648134,86.6734375,92.736859375,1664130,16.0
894.097794056,86.753125,92.6415,1665660,16.0
894.247699022,86.34140625,92.369234375,1657755,16.0
894.346436977,87.51015625,92.142921875,1680195,16.0
894.445258141,87.58984375,91.844359375,1681725,16.0
894.546165943,87.40390625,91.680734375,1678155,16.0
894.69840312,88.38671875,91.375796875,1697025,16.0
894.83930707,87.071875,91.078296875,1671780,16.0
894.979539156,86.5140625,90.84959375,1661070,16.0
895.074517012,86.04921875,90.681453125,1652145,16.0
895.214262962,85.6109375,90.574671875,1643730,16.0
895.367104053,86.10234375,90.29815625,1653165,16.0
895.510164022,86.97890625,90.09521875,1669995,16.0
895.648427963,86.39453125,89.76478125,1658775,16.0
895.742330074,86.60703125,89.661453125,1662855,16.0
895.881755114,86.87265625,89.3381875,1667955,16.0
895.975836992,85.46484375,89.068046875,1640925,15.0
896.113925934,85.9296875,88.740796875,1649850,16.0
896.260671139,85.14609375,88.886890625,1634805,15.0
896.332553148,86.07578125,88.795515625,1652655,15.0
896.477148056,86.5140625,88.640390625,1661070,16.0
896.574726105,87.2046875,88.44409375,1674330,16.0
896.677433014,87.56328125,88.236375,1681215,16.0
896.828081131,86.59375,88.110734375,1662600,16.0
896.87825799,86.221875,88.017765625,1655460,16.0
897.027745962,86.4875,87.94046875,1660560,16.0
897.082528114,86.38125,87.84325,1658520,16.0
897.179741144,86.80625,87.767015625,1666680,16.0
